year,importer,exporter,import_in_us_billion,import_spike_next_year,import_dip_next_year,exporter_region,importer_region
2000,South Africa,Brazil,0.32,0,0,LATIN AMER. & CARIB,SUB-SAHARAN AFRICA
2001,South Africa,Brazil,0.75,0,0,LATIN AMER. & CARIB,SUB-SAHARAN AFRICA
2002,South Africa,Brazil,0.51,0,0,LATIN AMER. & CARIB,SUB-SAHARAN AFRICA
2003,South Africa,Brazil,0.78,0,0,LATIN AMER. & CARIB,SUB-SAHARAN AFRICA
2004,South Africa,Brazil,1.09,0,0,LATIN AMER. & CARIB,SUB-SAHARAN AFRICA
2005,South Africa,Brazil,1.44,0,0,LATIN AMER. & CARIB,SUB-SAHARAN AFRICA
2006,South Africa,Brazil,1.51,0,0,LATIN AMER. & CARIB,SUB-SAHARAN AFRICA
2007,South Africa,Brazil,1.82,0,0,LATIN AMER. & CARIB,SUB-SAHARAN AFRICA
2008,South Africa,Brazil,1.85,0,0,LATIN AMER. & CARIB,SUB-SAHARAN AFRICA
2009,South Africa,Brazil,1.37,0,0,LATIN AMER. & CARIB,SUB-SAHARAN AFRICA
2010,South Africa,Brazil,1.51,0,0,LATIN AMER. & CARIB,SUB-SAHARAN AFRICA
2011,South Africa,Brazil,1.83,0,0,LATIN AMER. & CARIB,SUB-SAHARAN AFRICA
2012,South Africa,Brazil,1.84,0,0,LATIN AMER. & CARIB,SUB-SAHARAN AFRICA
2013,South Africa,Brazil,1.77,0,0,LATIN AMER. & CARIB,SUB-SAHARAN AFRICA
2014,South Africa,Brazil,1.51,0,0,LATIN AMER. & CARIB,SUB-SAHARAN AFRICA
1991,Iran,Brazil,0.72,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
1992,Iran,Brazil,0.4,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
1993,Iran,Brazil,0.34,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
1994,Iran,Brazil,0.18,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
1995,Iran,Brazil,0.23,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
1996,Iran,Brazil,0.35,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
1997,Iran,Brazil,0.29,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
1998,Iran,Brazil,0.47,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
1999,Iran,Brazil,0.68,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
2000,Iran,Brazil,0.54,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
2001,Iran,Brazil,0.82,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
2002,Iran,Brazil,0.72,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
2003,Iran,Brazil,1.03,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
2004,Iran,Brazil,0.68,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
2005,Iran,Brazil,0.83,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
2006,Iran,Brazil,0.69,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
2007,Iran,Brazil,0.66,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
2008,Iran,Brazil,0.55,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
2009,Iran,Brazil,0.65,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
2010,Iran,Brazil,0.6,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
2011,Iran,Brazil,2.57,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
2012,Iran,Brazil,2.4,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
2013,Iran,Brazil,1.77,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
2014,Iran,Brazil,1.58,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
1991,Turkey,Brazil,0.22,0,0,LATIN AMER. & CARIB,NEAR EAST
1992,Turkey,Brazil,0.2,0,0,LATIN AMER. & CARIB,NEAR EAST
1993,Turkey,Brazil,0.21,0,0,LATIN AMER. & CARIB,NEAR EAST
1994,Turkey,Brazil,0.2,0,0,LATIN AMER. & CARIB,NEAR EAST
1995,Turkey,Brazil,0.27,0,0,LATIN AMER. & CARIB,NEAR EAST
1996,Turkey,Brazil,0.27,0,0,LATIN AMER. & CARIB,NEAR EAST
1997,Turkey,Brazil,0.33,0,0,LATIN AMER. & CARIB,NEAR EAST
1998,Turkey,Brazil,0.41,0,0,LATIN AMER. & CARIB,NEAR EAST
1999,Turkey,Brazil,0.23,0,0,LATIN AMER. & CARIB,NEAR EAST
2000,Turkey,Brazil,0.3,0,0,LATIN AMER. & CARIB,NEAR EAST
2001,Turkey,Brazil,0.21,0,0,LATIN AMER. & CARIB,NEAR EAST
2002,Turkey,Brazil,0.24,0,0,LATIN AMER. & CARIB,NEAR EAST
2003,Turkey,Brazil,0.4,0,0,LATIN AMER. & CARIB,NEAR EAST
2004,Turkey,Brazil,0.57,0,0,LATIN AMER. & CARIB,NEAR EAST
2005,Turkey,Brazil,0.8,0,0,LATIN AMER. & CARIB,NEAR EAST
2006,Turkey,Brazil,0.93,0,0,LATIN AMER. & CARIB,NEAR EAST
2007,Turkey,Brazil,1.17,0,0,LATIN AMER. & CARIB,NEAR EAST
2008,Turkey,Brazil,1.42,0,0,LATIN AMER. & CARIB,NEAR EAST
2009,Turkey,Brazil,1.11,0,0,LATIN AMER. & CARIB,NEAR EAST
2010,Turkey,Brazil,1.35,0,0,LATIN AMER. & CARIB,NEAR EAST
2011,Turkey,Brazil,2.07,0,0,LATIN AMER. & CARIB,NEAR EAST
2012,Turkey,Brazil,1.77,0,0,LATIN AMER. & CARIB,NEAR EAST
2013,Turkey,Brazil,1.41,0,0,LATIN AMER. & CARIB,NEAR EAST
2014,Turkey,Brazil,1.73,0,0,LATIN AMER. & CARIB,NEAR EAST
1991,Iraq,Brazil,0.0,0,0,LATIN AMER. & CARIB,NEAR EAST
1992,Iraq,Brazil,0.0,0,0,LATIN AMER. & CARIB,NEAR EAST
1993,Iraq,Brazil,0.0,0,0,LATIN AMER. & CARIB,NEAR EAST
1994,Iraq,Brazil,0.0,0,0,LATIN AMER. & CARIB,NEAR EAST
1995,Iraq,Brazil,0.0,0,0,LATIN AMER. & CARIB,NEAR EAST
1996,Iraq,Brazil,0.0,0,0,LATIN AMER. & CARIB,NEAR EAST
1997,Iraq,Brazil,0.03,0,0,LATIN AMER. & CARIB,NEAR EAST
1998,Iraq,Brazil,0.03,0,0,LATIN AMER. & CARIB,NEAR EAST
1999,Iraq,Brazil,0.02,0,0,LATIN AMER. & CARIB,NEAR EAST
2000,Iraq,Brazil,0.02,0,0,LATIN AMER. & CARIB,NEAR EAST
2001,Iraq,Brazil,0.01,0,1,LATIN AMER. & CARIB,NEAR EAST
2002,Iraq,Brazil,0.08,0,0,LATIN AMER. & CARIB,NEAR EAST
2003,Iraq,Brazil,0.05,0,0,LATIN AMER. & CARIB,NEAR EAST
2004,Iraq,Brazil,0.07,0,0,LATIN AMER. & CARIB,NEAR EAST
2005,Iraq,Brazil,0.05,0,0,LATIN AMER. & CARIB,NEAR EAST
2006,Iraq,Brazil,0.17,0,0,LATIN AMER. & CARIB,NEAR EAST
2007,Iraq,Brazil,0.1,0,0,LATIN AMER. & CARIB,NEAR EAST
2008,Iraq,Brazil,0.12,0,0,LATIN AMER. & CARIB,NEAR EAST
2009,Iraq,Brazil,0.27,0,0,LATIN AMER. & CARIB,NEAR EAST
2010,Iraq,Brazil,0.32,0,0,LATIN AMER. & CARIB,NEAR EAST
2011,Iraq,Brazil,0.44,0,0,LATIN AMER. & CARIB,NEAR EAST
2012,Iraq,Brazil,0.32,0,0,LATIN AMER. & CARIB,NEAR EAST
2013,Iraq,Brazil,0.31,0,0,LATIN AMER. & CARIB,NEAR EAST
2014,Iraq,Brazil,0.25,0,0,LATIN AMER. & CARIB,NEAR EAST
1991,Saudi Arabia,Brazil,0.38,0,0,LATIN AMER. & CARIB,NEAR EAST
1992,Saudi Arabia,Brazil,0.35,0,0,LATIN AMER. & CARIB,NEAR EAST
1993,Saudi Arabia,Brazil,0.49,0,0,LATIN AMER. & CARIB,NEAR EAST
1994,Saudi Arabia,Brazil,0.27,0,0,LATIN AMER. & CARIB,NEAR EAST
1995,Saudi Arabia,Brazil,0.44,0,0,LATIN AMER. & CARIB,NEAR EAST
1996,Saudi Arabia,Brazil,0.48,0,0,LATIN AMER. & CARIB,NEAR EAST
1997,Saudi Arabia,Brazil,0.57,0,0,LATIN AMER. & CARIB,NEAR EAST
1998,Saudi Arabia,Brazil,0.44,0,0,LATIN AMER. & CARIB,NEAR EAST
1999,Saudi Arabia,Brazil,0.44,0,0,LATIN AMER. & CARIB,NEAR EAST
2000,Saudi Arabia,Brazil,0.62,0,0,LATIN AMER. & CARIB,NEAR EAST
2001,Saudi Arabia,Brazil,0.65,0,0,LATIN AMER. & CARIB,NEAR EAST
2002,Saudi Arabia,Brazil,0.55,0,0,LATIN AMER. & CARIB,NEAR EAST
2003,Saudi Arabia,Brazil,0.63,0,0,LATIN AMER. & CARIB,NEAR EAST
2004,Saudi Arabia,Brazil,0.78,0,0,LATIN AMER. & CARIB,NEAR EAST
2005,Saudi Arabia,Brazil,1.31,0,0,LATIN AMER. & CARIB,NEAR EAST
2006,Saudi Arabia,Brazil,1.63,0,0,LATIN AMER. & CARIB,NEAR EAST
2007,Saudi Arabia,Brazil,1.63,0,0,LATIN AMER. & CARIB,NEAR EAST
2008,Saudi Arabia,Brazil,2.82,0,0,LATIN AMER. & CARIB,NEAR EAST
2009,Saudi Arabia,Brazil,2.07,0,0,LATIN AMER. & CARIB,NEAR EAST
2010,Saudi Arabia,Brazil,3.41,0,0,LATIN AMER. & CARIB,NEAR EAST
2011,Saudi Arabia,Brazil,3.82,0,0,LATIN AMER. & CARIB,NEAR EAST
2012,Saudi Arabia,Brazil,3.3,0,0,LATIN AMER. & CARIB,NEAR EAST
2013,Saudi Arabia,Brazil,3.12,0,0,LATIN AMER. & CARIB,NEAR EAST
2014,Saudi Arabia,Brazil,2.8,0,0,LATIN AMER. & CARIB,NEAR EAST
1991,Kuwait,Brazil,0.01,0,0,LATIN AMER. & CARIB,NEAR EAST
1992,Kuwait,Brazil,0.05,0,0,LATIN AMER. & CARIB,NEAR EAST
1993,Kuwait,Brazil,0.06,0,0,LATIN AMER. & CARIB,NEAR EAST
1994,Kuwait,Brazil,0.05,0,0,LATIN AMER. & CARIB,NEAR EAST
1995,Kuwait,Brazil,0.08,0,0,LATIN AMER. & CARIB,NEAR EAST
1996,Kuwait,Brazil,0.06,0,0,LATIN AMER. & CARIB,NEAR EAST
1997,Kuwait,Brazil,0.07,0,0,LATIN AMER. & CARIB,NEAR EAST
1998,Kuwait,Brazil,0.06,0,0,LATIN AMER. & CARIB,NEAR EAST
1999,Kuwait,Brazil,0.06,0,0,LATIN AMER. & CARIB,NEAR EAST
2000,Kuwait,Brazil,0.07,0,0,LATIN AMER. & CARIB,NEAR EAST
2001,Kuwait,Brazil,0.07,0,0,LATIN AMER. & CARIB,NEAR EAST
2002,Kuwait,Brazil,0.06,0,0,LATIN AMER. & CARIB,NEAR EAST
2003,Kuwait,Brazil,0.08,0,0,LATIN AMER. & CARIB,NEAR EAST
2004,Kuwait,Brazil,0.14,0,0,LATIN AMER. & CARIB,NEAR EAST
2005,Kuwait,Brazil,0.21,0,0,LATIN AMER. & CARIB,NEAR EAST
2006,Kuwait,Brazil,0.18,0,0,LATIN AMER. & CARIB,NEAR EAST
2007,Kuwait,Brazil,0.25,0,0,LATIN AMER. & CARIB,NEAR EAST
2008,Kuwait,Brazil,0.7,0,0,LATIN AMER. & CARIB,NEAR EAST
2009,Kuwait,Brazil,0.4,0,0,LATIN AMER. & CARIB,NEAR EAST
2010,Kuwait,Brazil,0.37,0,0,LATIN AMER. & CARIB,NEAR EAST
2011,Kuwait,Brazil,0.39,0,0,LATIN AMER. & CARIB,NEAR EAST
2012,Kuwait,Brazil,0.34,0,0,LATIN AMER. & CARIB,NEAR EAST
2013,Kuwait,Brazil,0.34,0,0,LATIN AMER. & CARIB,NEAR EAST
2014,Kuwait,Brazil,0.25,0,0,LATIN AMER. & CARIB,NEAR EAST
1991,Qatar,Brazil,0.03,0,0,LATIN AMER. & CARIB,NEAR EAST
1992,Qatar,Brazil,0.03,0,0,LATIN AMER. & CARIB,NEAR EAST
1993,Qatar,Brazil,0.02,0,0,LATIN AMER. & CARIB,NEAR EAST
1994,Qatar,Brazil,0.02,0,0,LATIN AMER. & CARIB,NEAR EAST
1995,Qatar,Brazil,0.03,0,0,LATIN AMER. & CARIB,NEAR EAST
1996,Qatar,Brazil,0.03,0,0,LATIN AMER. & CARIB,NEAR EAST
1997,Qatar,Brazil,0.04,0,0,LATIN AMER. & CARIB,NEAR EAST
1998,Qatar,Brazil,0.04,0,0,LATIN AMER. & CARIB,NEAR EAST
1999,Qatar,Brazil,0.04,0,0,LATIN AMER. & CARIB,NEAR EAST
2000,Qatar,Brazil,0.03,0,0,LATIN AMER. & CARIB,NEAR EAST
2001,Qatar,Brazil,0.04,0,0,LATIN AMER. & CARIB,NEAR EAST
2002,Qatar,Brazil,0.04,0,0,LATIN AMER. & CARIB,NEAR EAST
2003,Qatar,Brazil,0.05,0,0,LATIN AMER. & CARIB,NEAR EAST
2004,Qatar,Brazil,0.06,0,0,LATIN AMER. & CARIB,NEAR EAST
2005,Qatar,Brazil,0.12,0,0,LATIN AMER. & CARIB,NEAR EAST
2006,Qatar,Brazil,0.15,0,0,LATIN AMER. & CARIB,NEAR EAST
2007,Qatar,Brazil,0.13,0,0,LATIN AMER. & CARIB,NEAR EAST
2008,Qatar,Brazil,0.29,0,0,LATIN AMER. & CARIB,NEAR EAST
2009,Qatar,Brazil,0.33,0,0,LATIN AMER. & CARIB,NEAR EAST
2010,Qatar,Brazil,0.4,0,0,LATIN AMER. & CARIB,NEAR EAST
2011,Qatar,Brazil,0.54,0,0,LATIN AMER. & CARIB,NEAR EAST
2012,Qatar,Brazil,0.41,0,0,LATIN AMER. & CARIB,NEAR EAST
2013,Qatar,Brazil,0.37,0,0,LATIN AMER. & CARIB,NEAR EAST
2014,Qatar,Brazil,0.41,0,0,LATIN AMER. & CARIB,NEAR EAST
1991,United Arab Emirates,Brazil,0.09,0,0,LATIN AMER. & CARIB,NEAR EAST
1992,United Arab Emirates,Brazil,0.09,0,0,LATIN AMER. & CARIB,NEAR EAST
1993,United Arab Emirates,Brazil,0.1,0,0,LATIN AMER. & CARIB,NEAR EAST
1994,United Arab Emirates,Brazil,0.13,0,0,LATIN AMER. & CARIB,NEAR EAST
1995,United Arab Emirates,Brazil,0.11,0,0,LATIN AMER. & CARIB,NEAR EAST
1996,United Arab Emirates,Brazil,0.13,0,0,LATIN AMER. & CARIB,NEAR EAST
1997,United Arab Emirates,Brazil,0.12,0,0,LATIN AMER. & CARIB,NEAR EAST
1998,United Arab Emirates,Brazil,0.12,0,0,LATIN AMER. & CARIB,NEAR EAST
1999,United Arab Emirates,Brazil,0.18,0,0,LATIN AMER. & CARIB,NEAR EAST
2000,United Arab Emirates,Brazil,0.13,0,0,LATIN AMER. & CARIB,NEAR EAST
2001,United Arab Emirates,Brazil,0.18,0,0,LATIN AMER. & CARIB,NEAR EAST
2002,United Arab Emirates,Brazil,0.19,0,0,LATIN AMER. & CARIB,NEAR EAST
2003,United Arab Emirates,Brazil,0.4,0,0,LATIN AMER. & CARIB,NEAR EAST
2004,United Arab Emirates,Brazil,0.78,0,0,LATIN AMER. & CARIB,NEAR EAST
2005,United Arab Emirates,Brazil,0.8,0,0,LATIN AMER. & CARIB,NEAR EAST
2006,United Arab Emirates,Brazil,1.15,0,0,LATIN AMER. & CARIB,NEAR EAST
2007,United Arab Emirates,Brazil,1.32,0,0,LATIN AMER. & CARIB,NEAR EAST
2008,United Arab Emirates,Brazil,1.46,0,0,LATIN AMER. & CARIB,NEAR EAST
2009,United Arab Emirates,Brazil,1.84,0,0,LATIN AMER. & CARIB,NEAR EAST
2010,United Arab Emirates,Brazil,2.04,0,0,LATIN AMER. & CARIB,NEAR EAST
2011,United Arab Emirates,Brazil,2.39,0,0,LATIN AMER. & CARIB,NEAR EAST
2012,United Arab Emirates,Brazil,2.7,0,0,LATIN AMER. & CARIB,NEAR EAST
2013,United Arab Emirates,Brazil,2.85,0,0,LATIN AMER. & CARIB,NEAR EAST
2014,United Arab Emirates,Brazil,3.13,0,0,LATIN AMER. & CARIB,NEAR EAST
1991,Oman,Brazil,0.0,0,0,LATIN AMER. & CARIB,NEAR EAST
1992,Oman,Brazil,0.01,0,0,LATIN AMER. & CARIB,NEAR EAST
1993,Oman,Brazil,0.0,0,0,LATIN AMER. & CARIB,NEAR EAST
1994,Oman,Brazil,0.01,0,0,LATIN AMER. & CARIB,NEAR EAST
1995,Oman,Brazil,0.01,0,0,LATIN AMER. & CARIB,NEAR EAST
1996,Oman,Brazil,0.01,0,0,LATIN AMER. & CARIB,NEAR EAST
1997,Oman,Brazil,0.01,0,0,LATIN AMER. & CARIB,NEAR EAST
1998,Oman,Brazil,0.01,0,0,LATIN AMER. & CARIB,NEAR EAST
1999,Oman,Brazil,0.01,0,0,LATIN AMER. & CARIB,NEAR EAST
2000,Oman,Brazil,0.02,0,0,LATIN AMER. & CARIB,NEAR EAST
2001,Oman,Brazil,0.04,0,0,LATIN AMER. & CARIB,NEAR EAST
2002,Oman,Brazil,0.03,0,0,LATIN AMER. & CARIB,NEAR EAST
2003,Oman,Brazil,0.06,0,0,LATIN AMER. & CARIB,NEAR EAST
2004,Oman,Brazil,0.05,0,0,LATIN AMER. & CARIB,NEAR EAST
2005,Oman,Brazil,0.06,0,0,LATIN AMER. & CARIB,NEAR EAST
2006,Oman,Brazil,0.08,0,0,LATIN AMER. & CARIB,NEAR EAST
2007,Oman,Brazil,0.12,0,0,LATIN AMER. & CARIB,NEAR EAST
2008,Oman,Brazil,0.14,0,0,LATIN AMER. & CARIB,NEAR EAST
2009,Oman,Brazil,0.14,0,0,LATIN AMER. & CARIB,NEAR EAST
2010,Oman,Brazil,0.15,0,0,LATIN AMER. & CARIB,NEAR EAST
2011,Oman,Brazil,0.63,0,0,LATIN AMER. & CARIB,NEAR EAST
2012,Oman,Brazil,1.19,0,0,LATIN AMER. & CARIB,NEAR EAST
2013,Oman,Brazil,1.23,0,0,LATIN AMER. & CARIB,NEAR EAST
2014,Oman,Brazil,0.95,0,0,LATIN AMER. & CARIB,NEAR EAST
1991,China,Brazil,0.35,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
1992,China,Brazil,0.52,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
1993,China,Brazil,0.86,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
1994,China,Brazil,1.06,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
1995,China,Brazil,1.23,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
1996,China,Brazil,1.48,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
1997,China,Brazil,1.49,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
1998,China,Brazil,1.13,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
1999,China,Brazil,1.43,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
2000,China,Brazil,2.2,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
2001,China,Brazil,2.91,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
2002,China,Brazil,3.64,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
2003,China,Brazil,6.61,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
2004,China,Brazil,9.55,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
2005,China,Brazil,10.91,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
2006,China,Brazil,14.0,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
2007,China,Brazil,19.79,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
2008,China,Brazil,31.48,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
2009,China,Brazil,30.27,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
2010,China,Brazil,39.84,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
2011,China,Brazil,54.78,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
2012,China,Brazil,54.24,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
2013,China,Brazil,56.39,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
2014,China,Brazil,54.97,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
1991,Taiwan,Brazil,0.61,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
1992,Taiwan,Brazil,0.55,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
1993,Taiwan,Brazil,0.63,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
1994,Taiwan,Brazil,0.41,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
1995,Taiwan,Brazil,0.41,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
1996,Taiwan,Brazil,0.36,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
1997,Taiwan,Brazil,0.47,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
1998,Taiwan,Brazil,0.42,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
1999,Taiwan,Brazil,0.33,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
2000,Taiwan,Brazil,0.35,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
2001,Taiwan,Brazil,0.31,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
2002,Taiwan,Brazil,0.43,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
2003,Taiwan,Brazil,0.69,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
2004,Taiwan,Brazil,0.83,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
2005,Taiwan,Brazil,0.83,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
2006,Taiwan,Brazil,0.76,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
2007,Taiwan,Brazil,0.82,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
2008,Taiwan,Brazil,1.47,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
2009,Taiwan,Brazil,0.95,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
2010,Taiwan,Brazil,1.74,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
2011,Taiwan,Brazil,2.3,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
2012,Taiwan,Brazil,2.34,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
2013,Taiwan,Brazil,2.31,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
2014,Taiwan,Brazil,1.69,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
1991,South Korea,Brazil,0.89,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
1992,South Korea,Brazil,0.8,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
1993,South Korea,Brazil,0.78,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
1994,South Korea,Brazil,1.02,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
1995,South Korea,Brazil,1.39,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
1996,South Korea,Brazil,1.32,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
1997,South Korea,Brazil,1.24,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
1998,South Korea,Brazil,0.69,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
1999,South Korea,Brazil,0.91,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
2000,South Korea,Brazil,0.94,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
2001,South Korea,Brazil,1.13,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
2002,South Korea,Brazil,1.25,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
2003,South Korea,Brazil,1.62,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
2004,South Korea,Brazil,2.2,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
2005,South Korea,Brazil,2.5,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
2006,South Korea,Brazil,2.71,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
2007,South Korea,Brazil,2.79,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
2008,South Korea,Brazil,4.38,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
2009,South Korea,Brazil,3.74,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
2010,South Korea,Brazil,4.71,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
2011,South Korea,Brazil,6.34,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
2012,South Korea,Brazil,6.09,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
2013,South Korea,Brazil,5.57,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
2014,South Korea,Brazil,4.91,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
1991,Japan,Brazil,3.19,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
1992,Japan,Brazil,2.85,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
1993,Japan,Brazil,2.87,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
1994,Japan,Brazil,3.27,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
1995,Japan,Brazil,3.95,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
1996,Japan,Brazil,3.75,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
1997,Japan,Brazil,3.74,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
1998,Japan,Brazil,2.91,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
1999,Japan,Brazil,2.69,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
2000,Japan,Brazil,3.0,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
2001,Japan,Brazil,2.54,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
2002,Japan,Brazil,2.67,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
2003,Japan,Brazil,2.88,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
2004,Japan,Brazil,3.65,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
2005,Japan,Brazil,4.4,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
2006,Japan,Brazil,5.05,0,0,LATIN AMER. & CARIB,ASIA (EX. NEAR EAST)
